approach,params.dataset,training_duration_for_eval,inference_duration_for_eval,metrics.nap_accuracy,metrics.rtp_similarity
Spoel,BPI2013_Incidents,18.91410774597898,1.4784556399681605,0.5397008055235903,0.5705350916018735
Spoel,BPI2013_Closed,3.539511244976893,0.10497317701810971,0.6989528795811518,0.7419209461380984
Spoel,BPI2013_Closed,3.539511244976893,0.09975617798045278,0.6819571865443425,0.7229133860818185
Spoel,BPI2013_Closed,3.539511244976893,0.1365998070104979,0.6670644391408115,0.7098582086692445
Spoel,BPI2013_Closed,3.539511244976893,0.13392788701457903,0.6756272401433692,0.7099393597550645
Spoel,BPI2013_Closed,3.539511244976893,0.1154373650206253,0.6787025703794369,0.7184134394918634
Spoel,Helpdesk,12.895856525981799,0.20445852202828974,0.8496168582375478,0.9043471941532323
Spoel,Helpdesk,12.895856525981799,0.19183660799171776,0.8548974506421315,0.908732200221566
Spoel,Helpdesk,12.895856525981799,0.1933843299630098,0.8617870352345727,0.913989215205883
Spoel,Helpdesk,12.895856525981799,0.20412836398463696,0.8619554695062923,0.9161267526708038
Spoel,Helpdesk,12.895856525981799,0.2046104830224067,0.8606667951435729,0.913062446108317
Polato,BPI2012_WC,34.82238014502218,366.85053894500015,0.4581265884061479,0.344594891221802
Polato,BPI2012_WC,34.82238014502218,365.3824796300032,0.4973087995994492,0.3707143619921932
Polato,BPI2012_WC,34.82238014502218,292.4094584090053,0.4444168888337776,0.3586328846668424
Polato,BPI2012_WC,34.82238014502218,312.4036084120162,0.4716750915112428,0.3648405860622706
Polato,BPI2012_WC,34.82238014502218,345.0616349640186,0.4744561533247057,0.3709472854010789
Polato,BPI2012_C,47.89383209997322,4431.659704393009,0.6724113694509264,0.466202536960057
Polato,BPI2012_C,47.89383209997322,4756.83533017803,0.669071132102476,0.4651958042049033
Polato,BPI2012_C,47.89383209997322,4757.260453988973,0.6686124082721815,0.4635915897125229
Polato,BPI2012_C,47.89383209997322,5361.296313686995,0.640234167110165,0.4574995488812657
Polato,BPI2012_C,47.89383209997322,5205.981539661996,0.6769174291200722,0.4656543795165795
Polato,BPI2012_W,41.22650952398544,9647.218625670996,0.7260504201680672,0.3639033897352146
Polato,BPI2012_W,41.22650952398544,9807.934419712985,0.7191030517976146,0.3661069658564608
Polato,BPI2012_W,41.22650952398544,8219.489667215035,0.7051260266213537,0.3758694196765691
Polato,BPI2012_W,41.22650952398544,9149.12198104302,0.7037665332520476,0.3691048004283941
Polato,BPI2012_W,41.22650952398544,10164.712592464057,0.7175359458697491,0.3863872164494771
Polato,BPI2012_Full,50.989810856000986,38956.78329930501,0.7545893894038302,0.4169951667633933
Polato,BPI2012_Full,50.989810856000986,36345.68130292199,0.7431769058870938,0.4094743591474336
Polato,Nasa,12.548275179986376,938.2096174400068,0.7816668868049135,0.3909193868229726
Polato,Nasa,12.548275179986376,865.0596803840017,0.783322390019698,0.3813311186231979
Polato,Nasa,12.548275179986376,856.1304932849889,0.7835233975619347,0.3884373271772094
Polato,Nasa,12.548275179986376,869.620785111998,0.7827015137792729,0.3795115906416752
